price,price_sqft,bhk,location,total_sqft,floor_num
16,3765,1,"Vejalpur, Jivraj park Ahmedabad",425,2
24,4800,1,"Vejalpur, Jivraj park Ahmedabad",500,3
40,5487,1,"Vejalpur, Jivraj park Ahmedabad",729,1
16,3200,1,"Vejalpur, Jivraj park Ahmedabad",500,2
20,5000,1,"Vejalpur, Jivraj park Ahmedabad",400,2
26,5451,1,"Vejalpur, Jivraj park Ahmedabad",477,3
43.2,5000,2,Maninagar Ahmedabad,604,0
47,4352,2,Maninagar Ahmedabad,1080,1
51,5667,2,Maninagar Ahmedabad,900,1
30,3750,2,Maninagar Ahmedabad,800,3
50,3704,2,Maninagar Ahmedabad,1350,1
46,4259,2,Maninagar Ahmedabad,1080,1
52,5400,2,Maninagar Ahmedabad,674,0
55,3667,2,Maninagar Ahmedabad,1500,2
51,5667,2,Maninagar Ahmedabad,900,1
66,6490,2,Maninagar Ahmedabad,1017,3
20,2551,2,Naroda Ahmedabad,784,2
42,4667,2,Naroda Ahmedabad,900,4
37,2960,2,Naroda Ahmedabad,1250,2
20,2273,2,Naroda Ahmedabad,880,2
35,5000,2,Naroda Ahmedabad,700,2
44,3761,2,Naroda Ahmedabad,1170,2
4.25,9463,5,"Sankalp Grace 3, Shilaj Ahmedabad",2694,12
4.21,7478,5,"Sankalp Grace 3, Shilaj Ahmedabad",3400,12
4.5,10000,5,"Sankalp Grace 3, Shilaj Ahmedabad",2500,5
4.25,9548,5,"Sankalp Grace 3, Shilaj Ahmedabad",3200,12
4.29,7001,5,"Sankalp Grace 3, Shilaj Ahmedabad",4729,12
4.59,7500,5,"Sankalp Grace 3, Shilaj Ahmedabad",3658,1
5.2,8500,5,"Sankalp Grace 3, Shilaj Ahmedabad",3370,13
4.5,10000,5,"Sankalp Grace 3, Shilaj Ahmedabad",2500,5
5.8,9465,5,"Sankalp Grace 3, Shilaj Ahmedabad",6128,12
5.98,7577,5,"Sankalp Grace 3, Shilaj Ahmedabad",4400,12
2.1,7202,4,"AKSHAR OCEAN PEARL, Ambli Ahmedabad",1670,6
2,6859,4,"AKSHAR OCEAN PEARL, Ambli Ahmedabad",2916,9
2.34,7091,4,"AKSHAR OCEAN PEARL, Ambli Ahmedabad",2100,8
1.98,6800,4,"AKSHAR OCEAN PEARL, Ambli Ahmedabad",1604,3
3.4,8293,4,"AKSHAR OCEAN PEARL, Ambli Ahmedabad",2520,1
2.96,8747,4,"AKSHAR OCEAN PEARL, Ambli Ahmedabad",2520,1
2.87,8500,4,"AKSHAR OCEAN PEARL, Ambli Ahmedabad",3384,11
2.63,7800,4,"AKSHAR OCEAN PEARL, Ambli Ahmedabad",1861,9
45,4505,2,"Aaryan Gloria, South Bopal, Bopal Ahmedabad",999,1
45,4505,2,"Aaryan Gloria, South Bopal, Bopal Ahmedabad",999,3
56,4444,2,"Aaryan Gloria, South Bopal, Bopal Ahmedabad",600,2
52,5205,2,"Aaryan Gloria, South Bopal, Bopal Ahmedabad",999,4
98.5,5010,3,"Adani Archway, Jagatpur Ahmedabad",1070,0
1.11,5754,3,"Adani Archway, Jagatpur Ahmedabad",1061,8
1.35,5374,4,"Adani Archway, Jagatpur Ahmedabad",1382,5
1.17,6065,3,"Adani Archway, Jagatpur Ahmedabad",1063,2
1.5,5971,4,"Adani Archway, Jagatpur Ahmedabad",2512,13
1.2,6198,3,"Adani Archway, Jagatpur Ahmedabad",1936,6
1.45,5772,4,"Adani Archway, Jagatpur Ahmedabad",1381,9
1.12,5785,3,"Adani Archway, Jagatpur Ahmedabad",1070,10
1.13,5837,3,"Adani Archway, Jagatpur Ahmedabad",1936,5
1.06,5475,3,"Adani Archway, Jagatpur Ahmedabad",1066,11
2.55,7846,4,"Adani Shantigram Waterlily, Sarkhej Gandhinagar Highway Ahmedabad",3250,6
3,8219,4,"Adani Shantigram Waterlily, Sarkhej Gandhinagar Highway Ahmedabad",3650,6
2.75,7534,4,"Adani Shantigram Waterlily, Sarkhej Gandhinagar Highway Ahmedabad",3650,3
3,9231,4,"Adani Shantigram Waterlily, Sarkhej Gandhinagar Highway Ahmedabad",3250,7
2.9,7945,4,"Adani Shantigram Waterlily, Sarkhej Gandhinagar Highway Ahmedabad",3650,3
2.85,8769,4,"Adani Shantigram Waterlily, Sarkhej Gandhinagar Highway Ahmedabad",3250,6
3.3,9041,4,"Adani Shantigram Waterlily, Sarkhej Gandhinagar Highway Ahmedabad",2190,15
4.8,7742,5,"Adani Shantigram Waterlily, Sarkhej Gandhinagar Highway Ahmedabad",3410,16
2.95,8082,4,"Adani Shantigram Waterlily, Vaishnodevi Circle Ahmedabad",2400,3
2.75,7746,4,"Adani Shantigram Waterlily, Vaishnodevi Circle Ahmedabad",2490,7
3,8242,4,"Adani Shantigram Waterlily, Vaishnodevi Circle Ahmedabad",2184,0
2.9,8169,4,"Adani Shantigram Waterlily, Vaishnodevi Circle Ahmedabad",2350,12
3,8219,4,"Adani Shantigram Waterlily, Vaishnodevi Circle Ahmedabad",2190,4
2.76,7562,4,"Adani Shantigram Waterlily, Vaishnodevi Circle Ahmedabad",2462,8
3,8219,4,"Adani Shantigram Waterlily, Vaishnodevi Circle Ahmedabad",2420,2
3.5,7393,5,"Adani Shantigram Waterlily, Vaishnodevi Circle Ahmedabad",4734,16
3,8451,4,"Adani Shantigram Waterlily, Vaishnodevi Circle Ahmedabad",2308,8
90,6429,2,"Adani The Meadows, Vaishnodevi Circle Ahmedabad",840,0
1.21,6667,3,"Adani The Meadows, Vaishnodevi Circle Ahmedabad",1815,12
1.6,7018,3,"Adani The Meadows, Vaishnodevi Circle Ahmedabad",1500,11
1.5,6579,3,"Adani The Meadows, Vaishnodevi Circle Ahmedabad",1368,0
1.2,6486,3,"Adani The Meadows, Vaishnodevi Circle Ahmedabad",1020,7
1.11,6122,3,"Adani The Meadows, Vaishnodevi Circle Ahmedabad",1815,12
1.5,6579,3,"Adani The Meadows, Vaishnodevi Circle Ahmedabad",1456,17
37,3114,2,Ahmedabad,800,4
42,5833,2,Ahmedabad,720,1
26,3250,1,Ahmedabad,800,3
22,2785,2,Ahmedabad,790,5
50,4167,2,Ahmedabad,1000,3
28,3618,1,Ahmedabad,774,2
51,5105,2,Ahmedabad,999,0
50,4274,2,Ahmedabad,990,1
50,3157,3,Ahmedabad,1584,2
48.5,5988,2,Ahmedabad,810,1
75,7500,2,Ahmedabad,800,1
67,6108,2,Ahmedabad,805,4
1,5556,3,Ahmedabad,1647,4
68,4782,3,Ahmedabad,1066,3
1.05,5426,3,Ahmedabad,963,6
65,6878,2,Ahmedabad,945,4
85,3864,3,Ahmedabad,1650,1
50,4167,2,Ahmedabad,1000,3
55,4157,2,Ahmedabad,999,2
72,4444,3,Ahmedabad,1620,3
71,4176,3,Ahmedabad,968,10
51,5105,2,Ahmedabad,999,0
78,5778,2,Ahmedabad,1350,10
75,4125,3,Ahmedabad,1350,1
50,4274,2,Ahmedabad,990,1
50,3157,3,Ahmedabad,1584,2
1,5556,3,Ahmedabad,1647,4
1.38,6133,3,Ahmedabad,1710,4
1.05,5426,3,Ahmedabad,963,6
1.25,6039,4,Ahmedabad,2070,9
4.26,9000,4,"Altius Viitor, Ambli Bopal Road Ahmedabad",2604,0
4.02,8500,4,"Altius Viitor, Ambli Bopal Road Ahmedabad",2841,8
4.02,8500,4,"Altius Viitor, Ambli Bopal Road Ahmedabad",2604,7
4.16,7500,4,"Altius Viitor, Ambli Bopal Road Ahmedabad",3108,4
4.44,8000,4,"Altius Viitor, Ambli Bopal Road Ahmedabad",3108,5
3.97,7500,4,"Altius Viitor, Ambli Bopal Road Ahmedabad",2968,7
3.52,7500,4,"Altius Viitor, Ambli Bopal Road Ahmedabad",2630,3
4.43,9356,4,"Altius Viitor, Ambli Bopal Road Ahmedabad",4735,8
3.76,8000,4,"Altius Viitor, Ambli Bopal Road Ahmedabad",2585,1
4.5,8108,4,"Altius Viitor, Ambli Bopal Road Ahmedabad",3108,0
3.9,8219,4,"Altius Viitor, Ambli Bopal Road Ahmedabad",2657,7
4.48,8072,4,"Altius Viitor, Ambli Bopal Road Ahmedabad",5550,7
4.6,8288,4,"Altius Viitor, Ambli Bopal Road Ahmedabad",3330,8
5.27,9495,4,"Altius Viitor, Ambli Bopal Road Ahmedabad",3108,9
4.77,9000,4,"Altius Viitor, Ambli Bopal Road Ahmedabad",2915,0
5,9009,4,"Altius Viitor, Ambli Bopal Road Ahmedabad",3108,5
4.95,9000,4,"Altius Viitor, Ambli Bopal Road Ahmedabad",3025,0
4.99,8991,4,"Altius Viitor, Ambli Bopal Road Ahmedabad",5550,9
4.5,8108,4,"Altius Viitor, Ambli Bopal Road Ahmedabad",3108,0
4.99,8991,4,"Altius Viitor, Ambli Bopal Road Ahmedabad",3220,8
3.85,8088,4,"Amara, Bodakdev Ahmedabad",2800,4
3.8,7983,4,"Amara, Bodakdev Ahmedabad",2856,3
3.8,8000,4,"Amara, Bodakdev Ahmedabad",2856,6
3.66,7700,4,"Amara, Bodakdev Ahmedabad",4760,3
3.8,8000,4,"Amara, Bodakdev Ahmedabad",4760,3
3.8,8172,4,"Amara, Bodakdev Ahmedabad",2610,3
4.69,8726,5,"Amara, Bodakdev Ahmedabad",5375,0
4.65,9769,4,"Amara, Bodakdev Ahmedabad",4760,5
45,4545,2,Ambawadi Ahmedabad,945,3
80,5000,3,Ambawadi Ahmedabad,1450,1
60,6667,2,Ambawadi Ahmedabad,900,2
2.15,8269,4,Ambawadi Ahmedabad,1850,3
1.53,6815,3,Ambawadi Ahmedabad,1950,1
1.32,7521,3,Ambawadi Ahmedabad,1610,5
2.4,11840,4,Ambawadi Ahmedabad,2027,7
1.5,4902,4,Ambawadi Ahmedabad,3060,0
1.6,5926,3,Ambawadi Ahmedabad,1890,0
1.43,7100,3,Ambawadi Ahmedabad,1114,6
2.65,11413,4,Ambawadi Ahmedabad,1935,1
2.4,11840,4,Ambawadi Ahmedabad,2027,7
1.6,8649,3,Ambli Ahmedabad,1110,1
1.5,8333,3,Ambli Ahmedabad,1000,4
3.15,9265,4,Ambli Ahmedabad,1972,6
3.06,9474,4,Ambli Ahmedabad,1776,8
3.06,9500,4,Ambli Ahmedabad,3230,11
4.16,8000,4,Ambli Ahmedabad,5200,19
3.08,9536,4,Ambli Ahmedabad,1776,8
2.87,6800,4,Ambli Ahmedabad,4230,18
4.2,8050,4,Ambli Ahmedabad,3083,5
4.1,8542,4,Ambli Ahmedabad,4800,7
4.5,8491,4,Ambli Ahmedabad,5300,7
3.13,9690,4,Ambli Ahmedabad,1938,13
4.42,8500,4,Ambli Ahmedabad,5200,15
3.26,7600,4,Ambli Ahmedabad,2358,8
3.18,8221,4,Ambli Ahmedabad,2127,2
2.98,9250,4,Ambli Ahmedabad,3230,1
2.91,6900,4,Ambli Ahmedabad,2326,17
4.41,9000,4,Ambli Ahmedabad,2842,6
3.5,8947,4,Ambli Ahmedabad,3912,9
5.71,9000,5,Ambli Ahmedabad,2400,9
6.03,9500,5,Ambli Ahmedabad,3810,16
5.36,8501,4,Ambli Ahmedabad,6305,11
5.5,9144,5,Ambli Ahmedabad,3308,10
5.71,9501,5,Ambli Ahmedabad,3370,9
6.03,9500,5,Ambli Ahmedabad,6350,5
5.7,9492,5,Ambli Ahmedabad,3305,12
6.03,9500,5,Ambli Ahmedabad,6350,11
4.5,8491,4,Ambli Ahmedabad,5300,7
4.7,9000,4,Ambli Ahmedabad,5225,4
5.75,11593,4,Ambli Ahmedabad,4960,3
5.44,9000,5,Ambli Ahmedabad,3300,12
11.4,9500,6,Ambli Ahmedabad,7206,18
7.65,10200,5,Ambli Ahmedabad,7500,24
6.1,8815,4,Ambli Ahmedabad,6920,10
4.8,8000,4,Ambli Ahmedabad,6000,15
5.61,10496,4,Ambli Ahmedabad,2945,5
5.78,9499,4,Ambli Ahmedabad,3500,5
11.4,10000,6,Ambli Ahmedabad,6840,21
5.41,8500,4,Ambli Ahmedabad,6365,4
5.4,9000,5,Ambli Ahmedabad,6005,16
5.71,9500,5,Ambli Ahmedabad,3488,10
5.75,10000,4,Ambli Ahmedabad,5750,20
6.02,9000,5,Ambli Ahmedabad,3679,6
6.69,10000,5,Ambli Ahmedabad,6690,13
5.5,8661,5,Ambli Ahmedabad,3810,4
5.25,8117,4,Ambli Ahmedabad,6475,7
5.7,9500,5,Ambli Ahmedabad,3302,15
6.02,9000,5,Ambli Ahmedabad,3678,14
5.7,9492,5,Ambli Ahmedabad,3303,6
6.02,10226,5,Ambli Ahmedabad,3532,9
6.19,9250,5,Ambli Ahmedabad,3685,3
6.03,9496,5,Ambli Ahmedabad,3493,3
6.35,10000,5,Ambli Ahmedabad,3492,2
6.3,9000,5,Ambli Ahmedabad,4130,5
6.71,9000,4,Ambli Ahmedabad,7460,20
6.02,9000,5,Ambli Ahmedabad,3010,0
5.44,8500,4,Ambli Ahmedabad,6400,7
6.39,10550,4,Ambli Ahmedabad,3336,9
6,10000,5,Ambli Ahmedabad,3500,11
4.97,9000,4,Ambli Ahmedabad,3207,9
6.03,9500,5,Ambli Ahmedabad,3492,2
6.35,10000,5,Ambli Ahmedabad,3500,15
3.5,10072,4,Ambli Bopal Road Ahmedabad,2085,9
4.41,6241,4,Ambli Bopal Road Ahmedabad,7066,25
2.87,7200,4,Ambli Bopal Road Ahmedabad,1756,4
2.84,6500,4,Ambli Bopal Road Ahmedabad,2540,5
3.72,8500,4,Ambli Bopal Road Ahmedabad,2409,7
3.11,9147,4,Ambli Bopal Road Ahmedabad,1900,7
4.23,9000,4,Ambli Bopal Road Ahmedabad,2634,8
6.03,9496,5,Ambli Bopal Road Ahmedabad,3620,11
6,10187,4,Ambli Bopal Road Ahmedabad,5890,22
6.21,9600,4,Ambli Bopal Road Ahmedabad,3561,5
2.87,8500,4,Ambli Road Ahmedabad,1962,7
3.99,8600,4,Ambli Road Ahmedabad,2559,5
3.09,8500,4,Ambli Road Ahmedabad,1999,5
4.7,9000,4,Ambli Road Ahmedabad,2980,5
5.97,10150,4,Ambli Road Ahmedabad,3458,4
4.72,9150,4,Ambli Road Ahmedabad,2842,8
2.08,6484,4,"Ambrosia, Vaishnodevi Circle Ahmedabad",1785,0
2.26,7045,4,"Ambrosia, Vaishnodevi Circle Ahmedabad",1785,0
2.16,6727,4,"Ambrosia, Vaishnodevi Circle Ahmedabad",3211,0
2.26,7040,4,"Ambrosia, Vaishnodevi Circle Ahmedabad",3210,9
2.6,8125,4,"Ambrosia, Vaishnodevi Circle Ahmedabad",1787,8
2.25,7062,4,"Ambrosia, Vaishnodevi Circle Ahmedabad",1789,8
2.27,6135,4,"Ambrosia, Vaishnodevi Circle Ahmedabad",2063,0
2.32,6270,4,"Ambrosia, Vaishnodevi Circle Ahmedabad",2080,9
2.6,8678,4,"Ambrosia, Vaishnodevi Circle Ahmedabad",2066,3
2.6,8125,4,"Ambrosia, Vaishnodevi Circle Ahmedabad",1787,8
3.1,8378,4,"Ambrosia, Vaishnodevi Circle Ahmedabad",2063,6
2.6,8678,4,"Ambrosia, Vaishnodevi Circle Ahmedabad",2066,3
3.1,8356,4,"Ambrosia, Vaishnodevi Circle Ahmedabad",2064,10
2.63,7089,4,"Ambrosia, Vaishnodevi Circle Ahmedabad",3710,7
3,8108,4,"Ambrosia, Vaishnodevi Circle Ahmedabad",2035,10
2.55,7752,4,"Anamika High Point, Bodakdev Ahmedabad",1815,9
3.51,8252,4,"Anamika High Point, Bodakdev Ahmedabad",2345,13
2.72,8200,4,"Anamika High Point, Bodakdev Ahmedabad",1828,1
2.73,6825,4,"Anamika High Point, Bodakdev Ahmedabad",1766,7
2.73,8193,4,"Anamika High Point, Bodakdev Ahmedabad",3332,15
3.56,8641,4,"Anamika High Point, Bodakdev Ahmedabad",2268,9
2.81,8646,4,"Anamika High Point, Bodakdev Ahmedabad",1767,5
2.7,9000,4,"Anamika High Point, Bodakdev Ahmedabad",1766,9
4.8,7752,5,"Anamika High Point, Bodakdev Ahmedabad",3410,22
5.31,8747,5,"Anamika High Point, Bodakdev Ahmedabad",3345,5
5.15,8466,4,"Anamika High Point, Bodakdev Ahmedabad",3346,16
62,5741,2,Anand Nagar Prahlad Nagar Ahmedabad,1080,7
63,7368,2,Anand Nagar Prahlad Nagar Ahmedabad,855,7
1.2,6897,3,Anand Nagar Prahlad Nagar Ahmedabad,1218,0
2.83,7500,4,Anand Nagar Prahlad Nagar Ahmedabad,3778,1
2.6,10497,3,Anand Nagar Prahlad Nagar Ahmedabad,1436,4
4.75,11831,4,Anand Nagar Prahlad Nagar Ahmedabad,2610,10
3,7500,4,"Anantara Alpines, Thaltej Ahmedabad",2200,10
2.93,7185,4,"Anantara Alpines, Thaltej Ahmedabad",2243,7
2.81,7200,4,"Anantara Alpines, Thaltej Ahmedabad",2250,5
2.85,7300,4,"Anantara Alpines, Thaltej Ahmedabad",2263,5
3.2,8000,4,"Anantara Alpines, Thaltej Ahmedabad",2200,10
2.88,7200,4,"Anantara Alpines, Thaltej Ahmedabad",2240,8
2.93,7502,4,"Anantara Alpines, Thaltej Ahmedabad",2148,8
3.15,7000,4,"Anantara Alpines, Thaltej Ahmedabad",2610,7
2.83,7075,4,"Anantara Alpines, Thaltej Ahmedabad",2400,8
2.85,7301,4,"Anantara Alpines, Thaltej Ahmedabad",2148,1
3,7500,4,"Anantara Alpines, Thaltej Ahmedabad",2200,7
2.81,7200,4,"Anantara Alpines, Thaltej Ahmedabad",3906,8
3.28,7500,4,"Anantara Alpines, Thaltej Ahmedabad",2408,8
3.4,8000,4,"Anantara Alpines, Thaltej Ahmedabad",2339,10
2.92,7500,4,"Anantara Alpines, Thaltej Ahmedabad",2148,8
2.85,7300,4,"Anantara Alpines, Thaltej Ahmedabad",2538,7
62,4825,2,"Applewoods Sorrel Apartments, Bopal Ahmedabad",899,0
58,4514,2,"Applewoods Sorrel Apartments, Bopal Ahmedabad",1285,8
58,4514,2,"Applewoods Sorrel Apartments, Bopal Ahmedabad",1285,5
80,4255,3,"Applewoods Sorrel Apartments, Bopal Ahmedabad",1880,6
53,4125,2,"Applewoods Sorrel Apartments, Bopal Ahmedabad",930,13
78,4149,3,"Applewoods Sorrel Apartments, Bopal Ahmedabad",1880,8
55,4280,2,"Applewoods Sorrel Apartments, Bopal Ahmedabad",1285,4
2.71,6500,4,"Aranyam, Shilaj Ahmedabad",4180,4
2.9,6291,4,"Aranyam, Shilaj Ahmedabad",4610,4
2.95,6500,4,"Aranyam, Shilaj Ahmedabad",2497,10
2.74,6500,4,"Aranyam, Shilaj Ahmedabad",4230,10
2.9,6690,4,"Aranyam, Shilaj Ahmedabad",2385,7
3.25,6825,4,"Aranyam, Shilaj Ahmedabad",4770,15
2.74,6500,4,"Aranyam, Shilaj Ahmedabad",2326,15
2.92,7000,4,"Aranyam, Shilaj Ahmedabad",2299,1
3.99,6500,4,"Aranyam, Shilaj Ahmedabad",6145,0
3.08,6784,4,"Aranyam, Shilaj Ahmedabad",4540,5
2.74,6500,4,"Aranyam, Shilaj Ahmedabad",2326,8
4.55,6500,5,"Aranyam, Shilaj Ahmedabad",3848,11
4.64,6500,5,"Aranyam, Shilaj Ahmedabad",7145,0
4.5,6500,5,"Aranyam, Shilaj Ahmedabad",3948,15
4.74,6502,5,"Aranyam, Shilaj Ahmedabad",4009,11
4.75,6516,5,"Aranyam, Shilaj Ahmedabad",4100,1
45,4762,2,"Avalon courtyard, Ghodasar Ahmedabad",850,4
50,4708,2,"Avalon courtyard, Ghodasar Ahmedabad",1062,5
50,5263,2,"Avalon courtyard, Ghodasar Ahmedabad",950,4
45,4762,2,"Avalon courtyard, Ghodasar Ahmedabad",945,3
44.6,4720,2,"Avalon courtyard, Ghodasar Ahmedabad",945,2
55,5820,2,"Avalon courtyard, Ghodasar Ahmedabad",945,5
50,4708,2,"Avalon courtyard, Ghodasar Ahmedabad",1062,5
55,5820,2,"Avalon courtyard, Ghodasar Ahmedabad",945,4
61.5,6101,2,"Avalon courtyard, Ghodasar Ahmedabad",1008,2
50,5263,2,"Avalon courtyard, Ghodasar Ahmedabad",950,4
2.91,9009,4,"Ayaan, Ambli Ahmedabad",3230,17
3.1,9600,4,"Ayaan, Ambli Ahmedabad",1777,10
2.91,9009,4,"Ayaan, Ambli Ahmedabad",1873,8
3.16,9800,4,"Ayaan, Ambli Ahmedabad",1776,17
2.98,9250,5,"Ayaan, Ambli Ahmedabad",3230,9
2.98,9250,4,"Ayaan, Ambli Ahmedabad",1776,9
2.98,9250,4,"Ayaan, Ambli Ahmedabad",1776,2
3.06,9500,4,"Ayaan, Ambli Ahmedabad",1776,12
3,9233,4,"Ayaan, Ambli Ahmedabad",1787,8
2.98,9250,4,"Ayaan, Ambli Ahmedabad",1775,7
2.98,9250,4,"Ayaan, Ambli Ahmedabad",3230,15
3,9288,4,"Ayaan, Ambli Ahmedabad",1776,10
3.06,9500,4,"Ayaan, Ambli Ahmedabad",1776,15
2.98,9226,4,"Ayaan, Ambli Ahmedabad",3230,4
6.41,9496,5,"Ayaan, Ambli Ahmedabad",6750,21
19,3146,1,Bapunagar Ahmedabad,604,2
20,4000,1,Bapunagar Ahmedabad,500,1
31,3100,2,Bapunagar Ahmedabad,1000,2
46,3007,2,Bapunagar Ahmedabad,1530,0
26,3467,2,Bapunagar Ahmedabad,750,4
87,4350,4,Bapunagar Ahmedabad,2000,0
67,5019,2,Bhadaj Ahmedabad,1335,5
1.04,4850,3,Bhadaj Ahmedabad,1145,7
1.4,6087,3,Bhadaj Ahmedabad,2300,4
1.77,6491,3,Bhadaj Ahmedabad,2727,21
1.45,7323,3,Bhadaj Ahmedabad,9000,4
2.74,5900,4,Bhadaj Ahmedabad,4650,9
2.6,8497,4,Bhadaj Ahmedabad,1683,3
70,5983,2,Bodakdev Ahmedabad,1170,2
92,5380,3,Bodakdev Ahmedabad,1197,0
80,8466,2,Bodakdev Ahmedabad,756,7
65,6566,2,Bodakdev Ahmedabad,693,0
1.25,7508,3,Bodakdev Ahmedabad,1165,0
1.5,6803,3,Bodakdev Ahmedabad,2205,2
2.05,7231,4,Bodakdev Ahmedabad,2410,5
1.51,4591,4,Bodakdev Ahmedabad,2475,0
1.4,6619,3,Bodakdev Ahmedabad,1735,4
1.5,9804,4,Bodakdev Ahmedabad,1530,2
2.42,8500,3,Bodakdev Ahmedabad,2847,9
1.9,5864,4,Bodakdev Ahmedabad,3240,2
1.1,8429,3,Bodakdev Ahmedabad,1260,3
3.98,8850,4,Bodakdev Ahmedabad,2350,7
3.82,8500,4,Bodakdev Ahmedabad,4500,15
2.75,8987,4,Bodakdev Ahmedabad,3060,1
3,10256,4,Bodakdev Ahmedabad,2097,1
3.5,9722,4,Bodakdev Ahmedabad,3600,7
4,9091,4,Bodakdev Ahmedabad,2460,17
2.8,9573,4,Bodakdev Ahmedabad,1668,2
3.77,8900,4,Bodakdev Ahmedabad,2330,15
3.68,9200,4,Bodakdev Ahmedabad,1760,3
3.23,7750,4,Bodakdev Ahmedabad,4170,10
3.75,9615,4,Bodakdev Ahmedabad,2640,18
3.25,10118,4,Bodakdev Ahmedabad,1767,8
3,9146,4,Bodakdev Ahmedabad,1869,1
3.55,10648,4,Bodakdev Ahmedabad,2200,4
4,9590,4,Bodakdev Ahmedabad,3500,4
6.15,11053,5,Bodakdev Ahmedabad,5564,11
5.8,10100,4,Bodakdev Ahmedabad,3163,4
8.62,11500,5,Bodakdev Ahmedabad,4350,30
4.6,8901,4,Bodakdev Ahmedabad,3000,16
6.03,10500,4,Bodakdev Ahmedabad,5750,0
5.51,8550,5,Bodakdev Ahmedabad,3547,5
6.72,9988,5,Bodakdev Ahmedabad,6728,9
6.96,8600,5,Bodakdev Ahmedabad,4455,4
8.7,11600,4,Bodakdev Ahmedabad,4125,21
5.85,9000,5,Bodakdev Ahmedabad,3575,4
50,3876,2,Bopal Ahmedabad,1290,2
40,4938,2,Bopal Ahmedabad,810,1
38,3248,2,Bopal Ahmedabad,1170,3
45,4523,2,Bopal Ahmedabad,995,6
29,4489,1,Bopal Ahmedabad,452,0
50,4274,2,Bopal Ahmedabad,1170,2
56,4786,2,Bopal Ahmedabad,1170,4
95,5053,3,Bopal Ahmedabad,1316,0
95,5810,3,Bopal Ahmedabad,1144,0
55,3994,2,Bopal Ahmedabad,963,0
78,4149,3,Bopal Ahmedabad,1880,6
95,5053,3,Bopal Ahmedabad,1316,0
95,5810,3,Bopal Ahmedabad,1144,0
1.1,5514,3,Bopal Ahmedabad,1995,11
2.52,7814,4,Bopal Ahmedabad,2257,0
1.26,5514,3,Bopal Ahmedabad,1599,0
1.37,5074,4,Bopal Ahmedabad,2700,4
1.4,7568,3,Bopal Ahmedabad,1295,0
2.52,7814,4,Bopal Ahmedabad,2257,0
95,7594,2,"Casa Vyoma, Vastrapur Ahmedabad",800,6
1.4,8408,3,"Casa Vyoma, Vastrapur Ahmedabad",1665,10
1.4,8358,3,"Casa Vyoma, Vastrapur Ahmedabad",1675,10
1.55,9309,3,"Casa Vyoma, Vastrapur Ahmedabad",1000,8
1.45,8709,3,"Casa Vyoma, Vastrapur Ahmedabad",999,8
1.4,8408,3,"Casa Vyoma, Vastrapur Ahmedabad",1025,10
45,4386,2,Chanakyapuri Ahmedabad,718,0
50,4085,2,Chanakyapuri Ahmedabad,1224,6
50,4960,2,Chanakyapuri Ahmedabad,1008,10
50,4085,2,Chanakyapuri Ahmedabad,1224,6
50,4960,2,Chanakyapuri Ahmedabad,1008,10
45,4167,2,Chandkheda Ahmedabad,1080,4
49,4094,2,Chandkheda Ahmedabad,1197,2
42.5,3169,2,Chandkheda Ahmedabad,938,0
26,4444,1,Chandkheda Ahmedabad,360,5
26,3611,1,Chandkheda Ahmedabad,504,0
45,4167,2,Chandkheda Ahmedabad,756,0
46,4155,2,Chandkheda Ahmedabad,774,0
45,3937,2,Chandkheda Ahmedabad,1143,7
47,4352,2,Chandkheda Ahmedabad,900,1
36.5,3496,2,Chandkheda Ahmedabad,720,1
45,4500,2,Chandkheda Ahmedabad,1000,2
48,4638,2,Chandkheda Ahmedabad,724,0
38,3378,2,Chandkheda Ahmedabad,1089,2
38,4750,2,Chandkheda Ahmedabad,800,2
30,6000,1,Chandkheda Ahmedabad,500,2
48,4010,2,Chandkheda Ahmedabad,1197,4
47,4463,2,Chandkheda Ahmedabad,1053,2
33,2716,2,Chandkheda Ahmedabad,1215,5
32,3200,2,Chandkheda Ahmedabad,1000,2
35,4685,1,Chandkheda Ahmedabad,747,4
49,4321,2,Chandkheda Ahmedabad,793,0
20,4000,1,Chandkheda Ahmedabad,400,1
40,4193,2,Chandkheda Ahmedabad,954,2
40,3673,2,Chandkheda Ahmedabad,762,0
75,4902,3,Chandkheda Ahmedabad,1071,0
80,4805,3,Chandkheda Ahmedabad,1165,0
80,4444,3,Chandkheda Ahmedabad,1260,0
58,3271,2,Chandkheda Ahmedabad,1241,0
84.5,4648,3,Chandkheda Ahmedabad,1272,0
51,4326,2,Chandkheda Ahmedabad,825,0
71,6574,2,Chandkheda Ahmedabad,1080,8
85,4630,3,Chandkheda Ahmedabad,1285,0
66,4567,3,Chandkheda Ahmedabad,1445,3
76,6209,2,Chandkheda Ahmedabad,1224,5
82,5694,2,Chandkheda Ahmedabad,1440,4
1,6653,3,Chandkheda Ahmedabad,1052,0
54,3774,3,Chandkheda Ahmedabad,1431,0
85,4497,3,Chandkheda Ahmedabad,1890,12
70,5833,2,Chandkheda Ahmedabad,757,5
52,4586,2,Chandkheda Ahmedabad,1134,5
65,3188,3,Chandkheda Ahmedabad,2039,1
48,4638,2,Chandkheda Ahmedabad,724,0
1,4444,4,Chandkheda Ahmedabad,2250,3
70,5185,3,Chandkheda Ahmedabad,1000,8
59,3973,2,Chandkheda Ahmedabad,1485,3
